gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,1,0.471708754,0,0,0,0,0,1,1,1,1,1,1,0,-0.348940281,0.014910881,0
0,0,0,0,0.349485562,1,1,0,0,0,1,0,0,0,0,1,2,-0.30240697,-0.020183086,0
0,0,1,0,0.716155139,1,1,0.5,1,0,1,0,1,1,1,1,0,1.301330379,1.300527971,0
0,0,1,0,0.593931947,1,1,0.5,1,0,1,1,1,1,1,1,3,1.53067313,1.320159417,1
0,0,1,1,-0.994969555,1,0,1,0,0,0,0,0,0,2,0,1,-1.484020706,-0.93428057,0
0,0,0,0,-0.587558913,1,0,1,0,0,0,0,0,0,0,0,1,-1.487344514,-0.849137444,0
0,0,1,1,1.61245855,1,1,0,1,1,1,1,1,1,2,1,3,0.902473422,1.910911542,0
0,0,0,0,-1.280157004,1,0,0.5,0,0,0,0,0,1,0,0,0,0.521897409,-0.971778838,1
1,1,0,0,0.390226626,1,1,0,0,0,1,0,0,0,0,0,0,-0.304068874,0.061077867,0
1,1,0,0,-0.587558913,1,0,0.5,0,1,0,0,0,0,0,1,0,0.329116546,-0.436171225,0
1,0,0,1,-0.791264234,1,1,0.5,0,1,1,0,1,1,1,1,3,1.307977995,-0.434186022,0
1,0,1,1,1.449494293,1,1,0.5,0,1,0,1,0,0,1,1,2,0.62659736,1.522032445,0
0,0,0,0,-1.157933811,1,1,0.5,0,0,0,0,0,0,0,1,2,0.246021347,-0.872496659,1
0,0,0,0,1.490235358,1,1,0.5,1,1,1,0,1,1,2,1,3,1.504082666,2.270828742,0
0,0,0,0,-0.628299977,1,0,0,0,0,0,1,0,0,0,0,1,-0.442006905,-0.610030841,1
0,0,1,1,-0.302371464,1,1,1,0,0,0,0,0,0,2,0,3,-1.306196979,-0.729098871,0
0,1,0,0,0.43096769,1,0,0.5,0,0,0,0,1,1,0,1,1,0.822702031,0.694136862,1
1,0,1,1,1.082824716,1,0,1,0,0,0,0,0,0,2,0,3,-1.505625457,-0.467912406,0
1,1,0,0,-1.117192747,1,0,0.5,1,1,0,0,0,0,0,0,0,0.528545025,-0.8419466,0
0,0,1,1,-0.465335721,1,1,0,1,1,0,1,1,0,1,0,1,0.422183169,-0.290413251,1
1,0,1,1,1.490235358,1,1,0.5,1,1,1,1,1,0,1,1,3,1.339554171,2.184384205,0
0,0,0,0,-0.791264234,0,0,0,0,0,0,0,0,0,0,1,2,-1.317830307,-0.860894254,0
0,0,1,0,0.390226626,1,1,0.5,0,1,1,0,1,0,0,1,2,1.012159085,0.739399477,1
0,0,1,0,0.797637267,1,1,0.5,0,1,0,1,0,1,0,1,3,1.025454317,1.237486765,0
0,1,0,0,0.553190882,1,0,0.5,1,0,0,0,0,1,0,0,0,0.671468768,0.743833096,1
0,0,1,0,1.164306844,1,1,0,1,1,1,1,0,1,2,1,2,0.531868833,1.137101696,0
0,0,0,0,-0.139407208,0,0,0,0,0,0,0,0,0,1,1,1,-1.327801731,-0.659638844,0
1,0,0,1,-0.302371464,1,0,0,0,1,0,1,0,0,1,1,3,-0.333983145,-0.448633884,0
1,0,1,1,-1.117192747,1,0,0.5,0,0,0,1,1,0,0,1,0,0.696397328,-0.799529441,1
0,0,0,0,-0.709782106,0,0,0,0,0,1,0,1,1,1,0,0,-0.466935465,-0.70368828,0
1,0,1,1,-0.546817849,1,0,1,0,0,0,0,0,0,2,0,1,-1.484020706,-0.836255686,0
0,0,0,0,0.471708754,1,0,1,0,0,0,0,0,0,2,0,1,-1.487344514,-0.634404715,0
1,1,0,0,-1.076451683,1,1,0.5,0,1,0,0,1,1,0,1,0,1.111873325,-0.759979798,1
0,0,1,1,1.042083652,1,1,0,1,1,1,1,0,0,2,0,3,0.226078499,0.858908663,0
0,0,1,1,1.205047909,1,0,0.5,1,1,0,0,0,0,1,1,3,0.553473585,1.19101097,0
1,0,1,1,1.530976422,0,0,0,0,1,1,1,1,1,1,1,2,-0.212664154,0.807249284,0
1,1,0,0,-1.280157004,0,0,0,0,0,0,0,0,0,0,1,1,-1.299549363,-0.995954192,1
0,0,1,1,-0.913487426,0,0,0,1,1,1,1,0,1,2,0,3,-0.368883129,-0.777449579,0
0,0,0,0,-0.2616304,1,0,1,0,0,0,0,0,0,1,1,2,-1.502301649,-0.799132401,0
0,0,0,0,1.368012165,1,1,0.5,0,1,0,0,0,1,0,0,3,0.817716319,1.629453954,0
1,0,1,1,-1.035710619,1,0,0.5,0,0,0,0,0,0,0,1,0,0.139659491,-0.78366988,1
0,0,1,1,0.756896203,1,1,0.5,0,1,0,1,0,0,1,0,2,0.644878304,0.889569011,0
0,0,1,1,1.61245855,1,1,0.5,1,1,1,1,1,0,2,1,3,1.372792251,2.322818987,0
0,0,0,0,1.327271101,1,1,1,0,0,0,0,0,0,2,0,1,-1.297887459,-0.277288857,0
0,0,0,0,-1.239415939,1,0,0,0,0,0,0,0,0,0,0,2,-0.623154439,-0.971845012,1
0,0,0,1,1.530976422,1,1,0,1,1,0,1,0,0,1,0,2,0.005045268,1.000630058,0
0,0,1,0,1.61245855,1,1,0,0,1,1,1,1,1,2,1,3,0.686425904,1.740007671,0
1,0,1,1,-1.280157004,1,0,1,0,0,0,0,0,0,0,0,1,-1.487344514,-0.998446724,0
1,1,1,0,-1.280157004,1,0,0.5,0,1,0,0,0,0,0,1,1,0.385621282,-0.973587578,1
1,0,0,0,-1.117192747,1,1,0.5,0,0,1,0,1,1,0,1,0,1.186659004,-0.780537672,1
0,0,0,0,-1.198674875,1,0,1,0,0,0,0,0,0,0,0,1,-1.465739762,-0.981925429,0
0,0,0,0,1.042083652,1,1,1,0,0,0,0,0,0,2,1,3,-1.312844595,-0.356873417,0
0,1,1,1,-0.424594657,0,0,0,1,0,0,0,0,1,0,0,1,-0.822582918,-0.61898631,1
0,1,1,0,0.023557049,1,1,0.5,0,1,0,0,1,1,0,1,2,1.189982812,0.435398812,0
0,0,0,0,-1.280157004,1,0,0.5,0,0,0,0,0,0,0,0,0,0.171235667,-0.976433035,1
0,1,1,0,0.879119396,1,1,0.5,0,0,0,0,0,0,0,0,2,0.30584989,0.721665002,0
0,0,1,0,1.61245855,1,1,0.5,0,1,0,0,1,1,2,1,0,1.150097116,2.20683905,0
0,0,0,1,-1.280157004,1,1,0.5,0,0,0,0,1,1,0,1,0,0.94734483,-0.96613204,1
0,0,0,0,-1.198674875,1,0,0,0,0,1,0,0,0,0,1,0,-0.520116392,-0.932714466,1
1,0,1,1,1.61245855,1,1,0.5,1,1,1,1,0,1,2,0,3,1.417663659,2.371213811,0
1,0,1,1,1.61245855,1,1,0,1,1,1,0,1,1,2,1,3,0.624935456,1.621689607,0
0,1,1,0,0.879119396,1,1,0.5,0,0,1,0,1,1,0,1,3,1.138463789,1.328938423,0
1,0,1,0,1.082824716,1,1,0,0,1,0,1,1,1,1,1,0,0.508602177,1.063141876,0
0,0,0,0,0.879119396,1,0,0,1,1,0,0,1,0,2,1,2,0.016678596,0.542445339,0
0,0,0,0,1.12356578,1,1,0.5,0,0,1,0,1,0,2,1,0,0.822702031,1.300483855,0
1,0,1,0,1.12356578,0,0,0,0,1,1,1,1,1,2,0,3,-0.132892763,0.582392023,0
0,0,0,0,-1.198674875,1,1,0.5,0,0,0,0,0,0,0,0,0,0.32246893,-0.911362511,0
1,0,1,0,1.490235358,1,1,0.5,1,0,0,0,1,1,2,0,2,1.141787596,2.025810647,0
1,0,1,1,-1.280157004,1,0,1,0,0,0,0,0,0,0,0,0,-1.513934977,-0.998799649,0
0,0,1,1,0.716155139,0,0,0,1,0,0,0,1,0,0,1,3,-0.842525766,-0.115561033,0
1,0,0,0,0.960601524,0,0,0,0,0,0,0,1,1,0,1,3,-0.663040135,0.124251419,0
1,0,1,0,1.12356578,1,0,0.5,1,0,0,1,1,1,2,1,0,1.076973341,1.468365807,0
0,1,1,0,1.490235358,1,1,0.5,1,0,1,1,1,1,1,1,1,1.520701706,2.349950087,0
1,0,0,0,-1.280157004,0,0,0,0,0,0,0,0,1,0,0,1,-0.988773317,-0.991829383,1
1,1,0,0,-1.280157004,1,0,0.5,0,1,0,0,0,0,0,1,0,0.27261181,-0.975087509,1
1,0,1,0,-1.198674875,1,0,1,0,0,0,0,0,0,0,1,1,-1.492330226,-0.987109013,0
0,0,1,1,1.12356578,1,0,0,0,1,0,1,1,1,2,0,2,0.403902226,0.997299329,0
1,0,0,0,-0.791264234,0,0,0,0,0,1,1,0,0,2,0,1,-0.977139989,-0.808595199,0
0,0,1,1,1.205047909,1,0,1,0,0,0,0,0,0,2,0,2,-1.474049282,-0.434958045,0
1,0,0,0,0.512449818,1,1,0.5,1,1,0,0,0,1,1,0,2,1.062016205,0.952654333,0
1,0,0,0,-0.302371464,0,0,0,0,0,1,1,1,1,1,0,0,-0.352264089,-0.379460609,0
0,0,0,0,0.471708754,1,0,0.5,0,0,1,1,1,1,2,0,2,1.173363772,0.92424388,0
1,0,0,0,-1.239415939,1,0,0,0,0,0,0,0,0,0,1,1,-0.649744903,-0.974558122,0
0,1,0,0,0.023557049,1,1,0.5,0,1,1,0,0,0,0,1,3,0.633244976,0.191020394,1
1,0,0,0,-1.280157004,1,0,0.5,0,0,0,0,0,0,0,1,0,0.176221379,-0.976366862,1
1,0,0,0,-0.424594657,1,0,1,0,0,0,0,0,0,1,0,2,-1.46075405,-0.80848491,0
1,0,0,0,0.105039177,0,0,0,0,0,1,1,0,0,0,1,1,-1.041954245,-0.488558511,0
1,0,1,1,-0.139407208,1,0,1,0,0,0,0,0,0,2,0,1,-1.482358802,-0.760773879,0
0,1,1,0,-0.220889336,1,1,0.5,1,0,1,0,0,0,1,1,0,0.701383039,-0.02788126,0
0,0,0,1,0.879119396,1,0,0,0,1,1,1,0,0,1,1,0,-0.126245147,0.44104561,0
1,1,0,0,-1.239415939,1,0,0.5,0,0,0,0,0,0,0,1,0,0.194502323,-0.944493334,1
0,0,0,0,1.001342588,1,1,0.5,0,0,0,0,1,0,1,1,0,0.734621119,1.171688333,0
0,0,0,0,1.205047909,1,1,0,1,1,1,1,0,0,2,0,2,0.152954723,0.862107044,0
1,0,1,1,-0.709782106,1,0,1,0,0,0,0,0,0,1,0,3,-1.47737309,-0.859085514,0
0,0,0,0,-1.239415939,1,0,1,0,0,0,0,0,0,0,0,1,-1.47737309,-0.992645522,1
1,0,1,0,1.530976422,1,1,0.5,0,0,1,1,1,1,2,1,2,1.312963707,2.163958678,0
1,0,1,1,-0.465335721,1,0,0,0,0,0,0,0,0,0,1,0,-0.659716327,-0.598671072,0
1,0,0,1,-0.383853593,1,0,0,0,0,0,1,0,0,1,1,0,-0.510144968,-0.51348383,0
0,0,0,0,-1.076451683,1,0,1,0,0,0,0,0,0,1,0,1,-1.46906357,-0.955853103,0
0,0,1,1,-1.157933811,1,0,1,0,0,0,0,0,0,2,0,3,-1.503963553,-0.976940365,0
1,0,0,0,-1.198674875,1,0,0.5,1,0,1,0,1,1,0,1,3,1.136801885,-0.880503642,1
1,0,0,0,-0.383853593,1,1,0.5,0,0,0,0,1,1,0,1,0,0.953992446,0.025697148,0
0,0,0,0,-0.2616304,0,0,0,1,0,0,1,1,1,1,0,3,-0.340630761,-0.406062321,0
1,0,0,1,-0.994969555,1,0,1,0,0,0,0,0,0,0,0,1,-1.487344514,-0.935118767,0
0,0,0,0,-0.2616304,1,1,0.5,0,0,0,0,0,1,0,1,0,0.636568784,-0.012837837,1
0,0,0,0,-1.239415939,1,1,0.5,0,1,0,0,0,0,0,1,0,0.486997425,-0.943258097,0
0,0,0,0,1.408753229,1,1,0.5,1,1,1,1,1,1,2,0,3,1.708496857,2.412682484,1
1,0,1,0,1.571717486,1,1,0.5,0,0,0,0,1,1,2,1,2,0.960640062,1.89787538,1
1,0,0,0,1.082824716,1,1,0,1,1,1,1,0,1,1,0,3,0.500292657,1.104125278,0
0,0,1,1,0.268003434,1,1,0.5,0,0,1,0,1,1,1,0,0,1.170039964,0.684784352,0
0,0,0,1,-0.465335721,1,0,1,0,0,0,0,0,0,2,0,1,-1.502301649,-0.832152935,0
0,0,0,0,-1.280157004,1,0,1,0,0,0,0,0,0,0,0,1,-1.498977841,-0.998601129,1
1,0,1,1,0.634673011,1,0,1,0,0,0,0,0,0,2,0,2,-1.482358802,-0.554114306,0
1,1,1,0,-0.05792508,0,0,0,1,1,1,0,0,1,1,1,3,-0.478568792,-0.31022116,0
1,0,1,1,1.286530037,1,1,0.5,1,1,1,1,1,1,1,0,0,1.613768329,2.179068274,0
0,0,1,1,0.553190882,1,1,0.5,0,1,0,0,0,0,0,1,2,0.505278369,0.655734224,0
1,0,0,0,0.797637267,1,1,0,0,0,1,1,1,1,2,1,2,0.536854545,0.86054094,0
1,0,1,1,1.408753229,1,1,1,0,0,0,0,0,0,2,1,1,-1.326139827,-0.266039377,0
1,1,0,0,1.408753229,1,1,0,0,1,0,0,0,0,0,0,0,-0.328997433,0.636235124,0
1,0,0,0,-1.117192747,1,1,0.5,0,0,0,0,0,0,0,0,0,0.357368914,-0.824807686,1
1,0,1,0,1.571717486,1,1,0.5,0,1,1,1,1,1,2,0,0,1.477492202,2.393006922,0
1,0,0,0,-0.95422849,1,0,0.5,0,0,0,0,1,0,0,1,2,0.427168881,-0.692240279,1
1,1,0,0,-0.2616304,1,1,0.5,1,1,0,0,0,1,0,1,0,1.003849565,0.094363094,1
0,0,0,0,1.571717486,1,1,0.5,1,1,1,1,1,1,1,1,2,1.711820665,2.658516717,0
1,0,0,0,-0.017184015,1,0,1,0,0,0,0,0,0,0,0,2,-1.492330226,-0.741914456,0
1,0,0,0,-1.239415939,1,0,0.5,0,0,0,0,0,0,0,0,0,0.184530899,-0.945860918,0
1,0,1,0,1.571717486,1,1,1,0,0,0,0,0,0,2,0,3,-1.302873171,-0.174278909,0
1,0,0,0,1.12356578,0,0,0,1,0,1,0,0,1,1,1,0,-0.676335367,0.216430985,0
1,1,0,0,0.91986046,1,1,0.5,0,0,1,0,1,1,1,1,0,1.175025676,1.379252276,0
0,0,0,0,0.879119396,1,0,0.5,1,1,0,1,1,1,1,1,3,1.349525595,1.482328397,1
0,0,0,0,-1.239415939,1,0,0.5,0,0,1,0,1,1,0,1,0,1.032101933,-0.920075344,1
1,0,0,0,-1.076451683,1,1,0.5,0,0,0,0,0,0,0,1,1,0.300864178,-0.830255963,0
1,0,1,1,0.634673011,1,0,0,1,1,1,0,0,1,2,1,3,0.176221379,0.421347991,0
0,0,1,1,1.245788973,1,1,1,0,0,0,0,0,0,2,0,1,-1.314506499,-0.31333131,0
0,0,0,0,-1.280157004,1,1,0.5,0,1,0,0,0,0,0,1,0,0.477026001,-0.972374399,1
0,0,0,1,-0.832005298,1,0,1,0,0,0,0,0,0,0,0,3,-1.454106434,-0.903267297,0
0,1,1,0,0.879119396,0,0,0,0,0,0,0,0,0,0,1,2,-1.324477923,-0.405224125,0
1,0,1,1,-0.098666144,1,0,0,0,0,1,1,1,0,1,1,0,-0.009911868,-0.131530884,0
1,0,1,0,-0.098666144,1,0,1,0,0,0,0,0,0,0,0,2,-1.500639745,-0.71795968,1
1,0,0,0,-1.157933811,1,0,0.5,0,0,0,0,1,0,0,1,0,0.472040289,-0.873555434,1
1,0,0,0,0.308744498,1,1,0.5,0,0,1,1,1,1,1,1,3,1.367806539,0.905207995,0
1,0,1,1,-0.95422849,1,0,0.5,0,0,0,1,0,0,0,1,0,0.367340338,-0.721643333,0
1,0,1,1,-0.628299977,1,0,0.5,1,0,0,1,1,0,0,0,0,0.899149614,-0.312713692,1
1,0,0,0,1.205047909,0,0,0,0,1,1,0,0,1,2,1,3,-0.704587735,0.205313852,0
0,0,0,0,-0.180148272,1,0,0.5,0,1,0,1,1,0,1,1,2,0.879206766,0.088385429,0
1,0,0,0,1.530976422,1,1,0,1,1,1,1,1,1,2,0,3,0.829349647,1.801637178,0
1,0,0,0,0.553190882,1,0,0.5,0,1,1,1,1,1,2,1,2,1.316287515,1.156225812,0
1,0,1,0,-0.383853593,1,1,0.5,0,0,1,0,0,1,0,0,1,0.842644879,-0.105149749,0
0,0,1,1,0.593931947,0,0,0,1,0,1,1,0,0,1,0,0,-0.814273398,-0.215504946,0
0,0,1,1,1.449494293,1,0,0.5,1,1,1,0,1,1,2,1,2,1.344539883,2.157186932,0
1,1,0,0,1.12356578,1,1,0.5,0,0,1,1,1,1,1,1,0,1.369468443,1.83437096,1
1,0,0,1,1.408753229,1,1,0.5,0,1,0,1,1,1,2,1,0,1.302992283,2.0980279,0
1,0,0,0,-0.75052317,1,0,0,0,0,0,1,1,1,0,1,0,0.161264243,-0.600810679,0
0,0,1,1,1.001342588,1,1,0.5,0,0,0,0,0,0,0,1,0,0.315821314,0.765427686,0
1,0,1,1,0.91986046,1,1,0.5,1,0,0,0,1,1,1,0,1,1.199954236,1.39639119,0
0,0,0,0,-1.280157004,1,0,1,0,0,0,0,0,0,0,1,1,-1.480696898,-0.998358493,0
0,0,0,1,-1.280157004,1,0,0,0,0,0,1,0,0,0,1,1,-0.495187832,-0.985278215,1
0,0,0,0,-0.383853593,1,1,0.5,0,0,1,1,1,0,0,1,3,1.067001917,-0.087282928,0
1,0,0,0,-0.791264234,1,1,0.5,1,0,0,0,1,1,0,1,0,1.181673292,-0.407826946,1
0,0,1,0,0.593931947,1,1,0.5,0,1,1,0,1,1,0,1,0,1.306316091,1.258110812,0
0,0,0,0,0.227262369,1,0,1,0,0,0,0,0,0,1,0,1,-1.48568261,-0.68520384,0
1,1,1,0,0.227262369,1,1,0.5,0,0,0,0,0,0,0,1,2,0.337426066,0.258759912,1
1,1,0,0,-1.239415939,1,1,0,0,1,0,0,0,0,0,1,3,-0.274154602,-0.955125196,0
0,1,1,1,-1.280157004,1,0,0,0,0,0,1,0,0,0,1,3,-0.516792584,-0.985564966,1
0,0,1,0,-0.709782106,1,0,0.5,0,0,0,0,0,0,0,1,2,0.126364259,-0.518226258,0
1,0,0,0,-0.2616304,1,0,0.5,0,0,0,0,0,0,0,1,3,0.141321395,-0.206306842,0
1,0,1,1,0.105039177,1,0,1,0,0,0,0,0,0,2,0,3,-1.498977841,-0.685071493,0
0,0,0,1,-1.198674875,1,0,1,0,0,0,0,0,0,0,1,1,-1.487344514,-0.974006677,0
0,0,1,1,0.716155139,1,1,0.5,0,1,0,1,1,1,0,0,0,1.293020859,1.229832707,1
0,0,1,0,0.390226626,1,1,0.5,1,0,1,0,0,1,0,1,0,0.983906718,0.763773351,0
0,0,1,0,-0.913487426,1,0,0,1,0,0,1,0,0,0,1,3,-0.327335529,-0.75634026,0
1,0,1,0,1.164306844,1,0,0.5,1,1,0,1,0,1,1,0,2,0.960640062,1.578191616,0
1,0,0,0,1.449494293,1,1,0.5,1,1,0,1,1,1,2,0,3,1.510730282,2.204037709,0
0,0,0,0,-0.913487426,1,0,0.5,1,0,1,0,1,1,1,1,0,1.133478077,-0.537482722,0
0,0,1,0,1.327271101,1,1,0.5,1,1,1,0,0,0,1,0,0,0.829349647,1.538002296,1
1,0,1,1,1.61245855,1,0,0,1,0,1,1,1,1,2,1,2,0.520235505,1.589727848,0
0,0,1,1,0.91986046,1,0,0.5,0,1,0,1,0,0,0,0,0,0.485335521,0.862526143,0
1,0,0,0,-1.280157004,1,0,1,0,0,0,0,0,0,0,1,1,-1.479034994,-0.998336435,1
1,0,0,0,-1.035710619,1,0,0,0,0,1,1,0,1,0,0,2,-0.066416603,-0.82275631,0
1,0,0,0,-1.239415939,1,1,0.5,0,0,0,0,0,0,0,1,1,0.335764162,-0.947272617,0
1,0,0,0,-0.95422849,1,0,0.5,1,0,0,0,0,0,0,1,0,0.334102258,-0.694865158,0
0,0,0,1,-0.220889336,1,1,1,0,0,0,0,0,0,2,1,3,-1.294563651,-0.659418266,0
0,1,1,0,-1.035710619,1,1,0.5,0,0,1,0,1,1,0,1,0,1.23485422,-0.698107655,1
1,0,1,0,1.286530037,1,0,0,0,1,1,1,0,1,2,1,1,0.116392835,0.9244424,0
0,0,0,0,1.530976422,0,0,0,1,0,1,1,0,1,2,0,2,-0.545044952,0.511520297,0
0,1,0,0,-1.239415939,1,1,0.5,0,0,0,0,1,1,0,1,0,0.970611486,-0.927133842,1
0,1,0,0,1.408753229,1,0,0.5,1,1,0,1,1,1,2,1,0,1.337892267,2.156547255,0
1,0,0,0,0.512449818,1,1,0.5,0,1,0,0,1,0,0,1,3,0.814392511,0.764765952,1
1,0,0,0,-0.343112528,1,1,1,0,0,0,0,0,0,2,0,3,-1.317830307,-0.763332584,0
0,0,1,1,-1.157933811,1,0,1,0,0,0,0,0,0,2,0,3,-1.505625457,-0.964565936,0
0,0,1,1,0.471708754,1,0,0.5,0,0,1,0,1,1,0,1,2,0.935711502,0.811550556,0
1,0,1,1,1.61245855,1,0,1,0,0,0,0,0,0,2,1,1,-1.465739762,-0.353366226,0
1,0,0,0,-1.280157004,1,0,0.5,0,1,0,0,0,0,0,1,3,0.315821314,-0.974514006,1
0,0,0,0,1.368012165,1,0,1,0,0,0,0,0,0,2,0,2,-1.510611169,-0.459905422,0
0,0,0,0,-1.280157004,0,0,0,0,1,0,1,0,1,0,1,1,-0.669687751,-0.987594284,1
0,0,1,1,-0.791264234,1,0,0.5,1,0,0,0,0,1,0,0,0,0.639892592,-0.524093634,1
0,0,0,0,-0.913487426,1,1,0.5,0,1,0,0,0,0,0,1,2,0.528545025,-0.659307977,1
0,1,1,0,1.327271101,1,1,0.5,0,1,1,0,1,1,0,1,0,1.314625611,1.894875518,0
0,0,0,1,-1.280157004,1,0,1,0,0,0,0,0,0,0,0,1,-1.503963553,-0.998667302,0
0,0,1,1,0.227262369,1,0,0,1,1,1,1,1,0,1,0,0,0.307511794,0.228959818,0
0,0,0,1,-0.383853593,0,0,0,1,0,1,1,0,0,2,0,1,-0.820921014,-0.628890264,0
1,0,1,0,-0.913487426,1,0,1,0,0,0,0,0,0,1,0,1,-1.48568261,-0.92594272,0
0,0,0,1,-1.157933811,1,1,0.5,0,1,0,0,1,1,0,1,0,1.2265447,-0.84646845,1
0,0,1,1,1.61245855,1,1,0,1,0,1,1,1,1,2,1,3,0.623273552,1.680804524,0
1,0,1,0,0.105039177,1,0,0,0,1,0,1,0,0,0,0,0,-0.264183178,-0.186256297,0
1,0,0,0,-1.280157004,1,0,1,0,0,0,0,0,0,0,0,1,-1.475711186,-0.99829232,1
1,0,1,1,1.042083652,1,0,1,0,0,0,0,0,0,2,0,3,-1.503963553,-0.530997727,0
0,0,1,1,1.530976422,1,0,0.5,0,1,1,1,1,1,1,1,0,1.374454155,2.290394014,0
0,0,1,1,0.227262369,1,1,0,0,1,1,0,1,1,1,0,3,0.470378385,0.255539473,0
1,0,1,1,1.12356578,0,0,0,0,1,0,0,1,1,0,1,0,-0.500173544,0.346814669,0
0,0,0,0,-0.2616304,1,1,0.5,1,1,0,0,1,0,0,1,3,0.917430558,0.029336686,0
1,0,0,0,-0.994969555,1,0,0,1,1,0,1,0,0,1,0,2,-0.21931177,-0.800279407,0
0,0,1,1,0.349485562,1,1,0.5,0,0,1,1,1,1,1,1,0,1.256458972,0.851453125,1
1,1,1,0,0.145780241,1,1,0.5,0,1,0,0,1,0,0,1,3,0.902473422,0.44898642,0
0,1,0,0,0.879119396,1,0,0,0,0,1,1,0,1,1,0,2,0.015016692,0.54996705,0
0,0,1,1,1.571717486,1,1,0.5,0,1,1,0,1,1,2,1,2,1.369468443,2.400065419,1
1,0,0,0,0.91986046,1,1,0.5,0,0,0,0,0,0,0,1,0,0.275935618,0.82125599,0
1,0,0,0,1.61245855,1,1,0,1,1,0,0,0,0,2,0,2,-0.167792747,0.874238837,0
1,0,0,1,-1.198674875,1,0,0,1,0,0,1,0,0,0,1,1,-0.322349818,-0.939067114,1
1,0,1,1,0.879119396,1,1,0,0,1,1,0,0,0,2,1,2,-0.166130843,0.424899297,0
0,0,1,1,1.61245855,1,1,0.5,1,1,1,1,1,1,2,1,2,1.721792089,2.670824972,0
0,0,0,0,0.797637267,1,1,0.5,1,0,1,1,1,1,2,1,0,1.479154106,1.521150133,0
1,1,0,0,1.12356578,1,1,0.5,1,0,0,0,1,1,1,1,2,1.216573276,1.717552826,0
1,0,0,0,0.268003434,0,0,0,0,0,1,0,1,1,0,1,3,-0.470259272,-0.166713082,0
1,0,0,0,-0.709782106,1,0,0,0,0,0,0,1,0,1,0,1,-0.287449834,-0.59617854,0
0,0,0,0,1.490235358,1,1,0.5,0,0,1,1,1,1,2,1,2,1.386087483,2.234676,1
0,0,1,1,0.43096769,1,0,1,0,0,0,0,0,0,1,1,1,-1.515596881,-0.664844486,0
1,1,0,0,1.245788973,1,1,0,1,1,1,1,1,0,1,0,2,0.604992608,1.305711555,0
0,1,1,0,-1.239415939,1,0,0.5,0,0,0,0,0,0,0,0,0,0.176221379,-0.944802143,0
1,0,1,1,1.61245855,1,0,0.5,1,1,1,1,1,1,2,1,2,1.445916026,2.380632493,0
1,0,1,1,-0.017184015,1,1,0.5,0,0,1,0,0,1,0,1,2,0.87255915,0.296103776,1
0,0,1,1,0.308744498,1,1,1,0,0,0,0,0,0,2,0,3,-1.314506499,-0.563091833,0
1,0,1,0,1.042083652,0,0,0,1,1,0,0,1,0,1,1,0,-0.646421095,0.11328869,0
0,0,0,0,1.408753229,0,0,0,1,0,0,1,1,0,2,0,0,-0.694616311,0.35905675,0
1,1,1,0,0.756896203,1,1,0.5,1,0,0,0,0,0,0,1,0,0.422183169,0.672343751,1
0,0,1,0,-0.05792508,1,1,0,0,0,1,1,1,1,1,1,1,0.482011713,0.088539834,0
0,1,1,0,1.490235358,1,1,0.5,1,1,0,0,0,0,0,1,3,0.66814496,1.545082851,0
0,0,1,0,-0.017184015,1,1,0.5,0,0,0,1,0,0,1,1,0,0.480349809,0.14816208,0
1,0,0,0,-0.465335721,1,0,0,1,1,0,1,1,0,2,0,3,0.207797555,-0.334595034,0
0,0,0,0,0.797637267,1,0,0,1,0,1,0,0,0,1,0,0,-0.367221225,0.22382035,0
1,0,1,1,1.61245855,1,1,1,0,0,0,0,0,0,2,0,3,-1.347744579,-0.220048854,0
1,0,1,0,1.61245855,0,0,0,0,1,1,0,1,1,2,1,0,-0.352264089,0.729738158,1
0,0,1,1,0.797637267,0,0,0,1,0,1,0,0,1,1,0,2,-0.682982983,-0.003176518,0
1,0,0,0,0.349485562,1,0,0,0,0,0,1,0,0,1,0,2,-0.49020212,-0.112164131,0
0,0,0,0,0.349485562,1,0,1,0,0,0,0,0,0,2,0,1,-1.484020706,-0.653330312,0
1,0,0,0,-1.076451683,1,0,0.5,0,0,0,0,0,0,0,1,1,0.147969011,-0.822712194,1
0,0,1,1,1.408753229,1,1,0,1,1,1,1,0,0,1,1,3,0.151292819,1.04551769,0
1,0,1,1,-0.669041042,1,0,1,0,0,0,0,0,0,0,0,1,-1.510611169,-0.885576938,0
0,0,0,0,-0.628299977,1,0,1,0,0,0,0,0,0,2,0,1,-1.517258785,-0.855776843,0
0,0,1,0,0.105039177,1,0,0,1,1,1,0,0,0,0,0,1,-0.126245147,-0.067430903,0
1,0,1,1,1.042083652,1,0,1,0,0,0,0,0,0,2,0,3,-1.472387378,-0.481698534,0
0,0,0,0,-1.280157004,1,0,0,0,0,1,0,0,0,0,1,0,-0.475244984,-0.985013521,1
0,0,1,1,0.797637267,0,0,0,0,1,1,1,1,0,2,0,1,-0.485216408,0.11942076,0
1,0,0,0,1.530976422,1,0,0,1,0,1,1,1,1,2,0,2,0.491983137,1.458528026,0
1,0,1,1,-0.546817849,1,1,1,0,0,0,0,0,0,2,1,2,-1.326139827,-0.800963199,0
